|CD_CLIENTE|CD_DICTAMEN|CD_TIPOLOGIA|SEG_MOD|DES_RIE_TIP|DES_COT_BMV|DES_ID_SEC|DES_ID_SEG|DES_ID_EDO|DES_ID_BAN|DES_ID_RB|DES_EDA|DES_ANT_CTE|DES_ANT_CTA|DES_MON_DEC|EFE_NU_MES_MON0|EFE_NU_MES_MON1|EFE_NU_MES_MOND|   EFE_SD_MON0|    EFE_SD_MON1|   EFE_SD_MOND|EFE_NU_MES_MOV0|EFE_NU_MES_MOV1|   EFE_SD_MOV0|    EFE_SD_MOV1|OPI_NU_MES_MON0|OPI_NU_MES_MON1|OPI_NU_MES_MOND|   OPI_SD_MON0|  OPI_SD_MON1|  OPI_SD_MOND|OPI_NU_MES_MOV0|OPI_NU_MES_MOV1|  OPI_SD_MOV0|  OPI_SD_MOV1|OPI_NU_PAI0|OPI_NU_PAI1|OPI_SUM_RIE0|OPI_SUM_RIE1|OPI_NU_PAI_PAR0|OPI_NU_PAI_PAR1|OPI_PON_MON_PAR0|OPI_PON_MON_PAR1|MEC_NU_MES_MON0|MEC_NU_MES_MON1|     MEC_SD_MON0|    MEC_SD_MON1|MEC_SUM_RIE0|MEC_SUM_RIE1|MEC_PON_MON0|MEC_PON_MON1|TER_PON_MON0|TER_PON_MON1|BTS_NU_MES_MON1| BTS_SD_MON1|CHP_NU_MES_MON0|CHP_NU_MES_MON1| CHP_SD_MON0| CHP_SD_MON1|CHC_NU_MES_MON0|CHC_NU_MES_MON1| CHC_SD_MON0| CHC_SD_MON1|SPE_NU_MES_MON0|SPE_NU_MES_MON1| SPE_SD_MON0| SPE_SD_MON1|SPE_PON_MON0|SPE_PON_MON1|SPI_NU_MES_MON0|SPI_NU_MES_MON1| SPI_SD_MON0| SPI_SD_MON1|DES_ID_PAI_NAC|DES_ID_OCU|DES_ID_SOC|DES_GPO|DES_ACT_VUL|DES_RSK_SEG|DES_RSK_GES|DES_RSK_ALT|DES_RSK_NAC|DES_DIS_ALT_GES|DES_RSK_SEC|DES_RSK_ACT|DES_RSK_OCU|DES_RSK_SOC|DES_NU_INT|DES_NU_CAP|DES_NU_EMP|DES_NU_PRO|DES_NU_SEG|EFE_NU_MOV|EFE_NU_MES|EFE_AVG_MON|EFE_AVG_MON0|EFE_AVG_MON1|EFE_AVG_MONV|EFE_AVG_MONC|EFE_AVG_MONM|EFE_AVG_MONR|EFE_MAX_OFI|EFE_MAX_DIS|EFE_MON_USD_FN|EFE_MON_MXP_FN|EFE_MON_USD_AR|EFE_MON_MXP_AR|OPI_NU_MOV0|OPI_NU_MOV1|OPI_NU_MES0|OPI_NU_MES1|OPI_AVG_MON0|OPI_AVG_MON1|OPI_NU_CTA0|OPI_NU_CTA1|OPI_MAX_PAI0|OPI_MAX_PAI1|OPI_NU_PAI00|OPI_NU_PAI11|TER_NU_MES0|TER_NU_MES1| TER_AVG_MON0| TER_AVG_MON1|TER_NU_MOV_LI0|TER_NU_MOV_LI1|TER_SUM_MON_LI0|TER_SUM_MON_LI1|TER_NU_CTE_LI0|TER_NU_CTE_LI1|BTS_NU_MES1|BTS_AVG_MON1|CHP_NU_MES0|CHP_NU_MES1|CHP_AVG_MON_EFE|CHP_AVG_MON0|CHP_NU_MOV_LI0|CHP_SUM_MON_LI0|CHP_NU_CTE_LI0|CHC_NU_MES0|CHC_NU_MES1|CHC_AVG_MON0|CHC_AVG_MON1|CHC_AVG_MON_OTR|CHC_SUM_MON_LI0|CHC_SUM_MON_LI1|CHC_NU_CTE_LI0|CHC_NU_CTE_LI1|SPE_NU_MES0|SPE_NU_MES1| SPE_AVG_MON0| SPE_AVG_MON1|SPE_NU_CTA0|SPE_NU_CTA1|SPE_SUM_MON_LI0|SPE_SUM_MON_LI1|SPE_NU_CTE_LI0|SPE_NU_CTE_LI1|SPI_NU_MES0|SPI_NU_MES1|SPI_AVG_MON0| SPI_AVG_MON1|SPI_NU_CTA0|SPI_NU_CTA1|CCC_NU_CTE_LI|
|        11|          0|          MT|      2|     0.3311|          0|        01|        09|        19|        01|       35| 36.247|      8.241|       1.94|     350000|              0|              0|              0|             0|              0|             0|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          1|           0|1.3239846644|              0|              0|               0|               0|             10|             10|    1.8355494177|  51.3385654587|    22.47031|    39.46325|       8.894|    11.16893|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       162|        00|      0|          1|         10|          1|          1|          1|              0|         10|    6.17802|    7.66703|          0|         0|         1|         0|         4|         0|         1|         1|     100000|           0|           0|           0|           0|      100000|           0|          1|   13.59345|             0|             0|             0|             0|          0|          1|          0|          1|           0|       26800|          0|          1|           0|           7|           0|           0|          4|          2|        61050|        11750|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|        12|          0|          M2|      3|     0.5005|          0|        02|        01|        01|        01|       35| 59.759|      8.145|       1.25|     500000|              1|              0|            1.5|           1.5|              0|           1.5|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          1|          0|0.3010299957|           0|              0|              0|               0|               0|             17|             17|   41.4288647326|  55.8014820584|    36.03593|    42.67378|    11.77407|    13.68454|           0|           0|              0|           0|              0|              1|           0|0.6229227758|              0|              1|           0|0.6229051506|              1|              1|2.8057121368|4.1813387326|9.7946637116|4.3482904759|              0|              0|           0|           0|           165|       142|        00|      0|          1|    7.58566|    3.36975|    2.55578|          1|      666.39293|     7.6294|    9.05266|    3.38525|          0|         0|         1|         9|         9|         0|         3|         3|      17500|        2000|           0|           0|           0|    12333.33|           0|    2.55578|  666.39293|             0|             0|             0|             0|          1|          0|          1|          0|        1910|           0|          1|          0|           1|           0|           0|           0|          5|          7|     135287.6|    156598.69|             0|             0|              0|              0|             0|             0|          0|           0|          0|          2|              0|   1988982.5|             0|              0|             0|          0|          1|           0|   169274.59|      169274.59|              0|              0|             0|             0|          6|          4|    802246.33|     377599.5|          8|          6|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|        13|          0|          R8|      3|     0.6289|          0|        01|        09|        01|        01|       34| 34.282|      8.312|       1.01|     500000|              0|              2|              0|             0|   2.0994802467|   3.068624513|              0|              1|             0|       26.99679|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              5|              5|    9.7940284521|   9.5440210274|    43.07018|     32.3937|    11.72261|    11.37708|     0.00393|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              0|0.8502202643|           0|           0|      3.1366|              0|              0|           0|           0|           165|       114|        00|      0|          1|         10|    1.46276|    1.46276|          1|              0|         10|     3.9793|    5.83081|          0|         0|         1|         0|         3|         0|        26|         4|      35500|   116116.25|           0|           0|           0|   124991.25|           0|    2.64503| 1112.94177|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          3|          4|    136499.67|      69067.5|             1|             0|            800|              0|             1|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          2|            0|         5675|          0|          2|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            8|
|        14|          0|          MP|      4|     0.8549|          0|        01|        07|        03|        01|       35| 27.408|      8.312|       1.38|     330000|              5|              3|  14.2628205128| 14.2628205128|   2.6666666667| 14.6838624339|              4|              0| 23.4585166667|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             36|             36|    5.5450748355|  29.8568853985|    46.50633|    82.49194|    11.37626|    10.06464|           0|           0|              3|0.9544341479|              0|              0|           0|           0|              0|              0|           0|           0|              0|              1|           0|0.6189667369|3.2800768564|           0|              0|              0|           0|           0|           165|       090|        00|      0|          1|    7.20468|    1.86037|          1|          1|       80.42344|         10|          1|    2.30597|          0|         0|         3|         0|        11|         0|        27|        10|  110607.14|     3314.29|           0|           0|           0|    41383.33|      212500|    4.65908|  140.30989|             0|         79745|             0|        162000|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          6|      85953.5|    186056.66|             0|             0|              0|              0|             0|             0|          5|    65036.55|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          3|          0|     10432.58|            0|          6|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|        15|          0|          MP|      4|     0.8549|          0|        20|        04|        13|        01|       35|  9.405|      8.304|       6.18|    1000000|              0|              6|              0|             0|   0.3781138473|  0.3781138473|              0|              8|             0|  17.6989148182|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             48|             48|   18.6341182029|  80.3656253043|    55.24381|   113.35529|    13.49428|    14.02044|           0|           0|              0|           0|              2|              0|0.8635366821|           0|              0|              0|           0|           0|              3|              2|1.3323439081|1.6844604038|3.7175363303|3.9979756883|              0|              0|           0|           0|           000|       000|        13|      0|          1|     8.8331|          0|    5.22115|          0|              0|     8.8699|    5.08254|          0|    6.83871|         0|         2|        10|         6|         0|       371|        12|    33074.1|  3149294.38|           0|           0|           0|  2727021.84|   1020068.9|     4.6934|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          6|    417835.67|    124543.93|             0|             0|              0|              0|             0|             0|          0|           0|          6|          0|       37113.64|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          6|     38160.46|     21556.29|         10|          2|              0|       19337.71|             0|             1|          0|          0|           0|            0|          0|          0|            0|
|        16|          0|          RM|      1|      0.053|          0|        01|        09|        19|        01|       35| 42.888|      8.301|       5.53|          1|              0|              0|              0|             0|              0|             0|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             16|             16|    2.6325181355|  25.2586168019|     18.5055|    33.06887|     3.47414|     6.85252|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              1|0.6180555556|0.2857142857|     4.54257|3.3829813194|              0|              0|           0|           0|           165|       021|        00|      0|          1|         10|    1.95162|    1.95162|          1|              0|         10|    8.88928|    7.23761|          0|         0|         1|         0|         5|         0|         0|         0|          0|           0|           0|           0|           0|           0|           0|          0|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          3|          2|      1166.67|         2880|          1|          2|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|        17|          0|          MD|      2|     0.4037|          0|        01|        08|        03|        01|       35| 34.559|      7.877|       3.71|     100000|              0|              3|              0|             0|   6.7738683045|  6.2110757539|              0|              1|             0|        7.10566|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             24|             24|   15.3298533023|  96.0018624968|    36.66784|    52.80749|     6.15491|     9.47503|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              1|2.2081530169| 0.925203252|3.1891809919|3.4529175815|              0|              0|           0|           0|           165|       080|        00|      0|          1|    6.04394|    6.49976|    6.49976|          1|              0|         10|    2.60025|    5.24377|          0|         0|         3|         0|         8|         0|         7|         6|    6904.07|     33082.2|           0|    38437.24|           0|     36910.4|           0|    6.49976|          0|      24838.48|         48635|      24838.48|         48635|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          6|     43619.01|     12194.92|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          2|          4|        30750|      4311.29|          2|          4|              0|        1029.15|             0|             1|          0|          0|           0|            0|          0|          0|            0|
|        18|          0|          M2|      3|     0.5005|          0|        01|        16|        28|        01|       35| 40.044|      8.293|          4|      25000|              0|              0|              0|             0|              0|             0|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              7|              7|    3.1340344049|   3.9684140879|     0.90786|    11.45416|     2.63459|     7.45857|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              0|1.3255263574|           0|           0|     3.44114|              0|              0|           0|           0|           165|       066|        00|      0|          1|    3.21411|    1.40889|    1.40889|          1|              0|         10|    8.74321|    8.30157|          0|         0|         1|         0|         6|         0|         1|         1|          0|        5000|           0|           0|           0|        5000|           0|    1.40889|          0|             0|          5000|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          6|            0|      10574.8|          0|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|        19|          0|          MD|      2|     0.4037|          0|        01|        08|        09|        01|       35| 43.425|      8.126|       3.45|     300000|              0|              2|              0|             0|   0.0116306951|  0.0116306951|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              0|              0|    0.0065919162|              0|      7.9601|           0|    10.42912|           0|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       173|        00|      0|          1|    6.04394|          1|          1|          1|              0|         10|    7.29599|          1|          0|         0|         2|         0|         4|         0|         4|         4|          0|    18992.35|           0|           0|           0|    18992.35|           0|          1|          0|      18992.35|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|        20|          0|          MP|      4|     0.8549|          0|        02|        07|        14|        01|       34| 30.096|      8.266|       4.31|     100000|              0|              6|              0|             0|   4.4268627326|  4.4172889641|              0|             16|             0|  97.9562307692|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             15|             15|    12.018129355|   8.3872728507|    38.14843|    40.05543|    12.16557|    14.40028|     7.16487|     0.34004|              0|           0|              0|              4|           0|0.7719438263|              0|              0|           0|           0|              2|              3|1.1558595589|1.1731718062|4.0948433981|3.2369229064|              0|              0|           0|           0|           165|       021|        00|      0|          1|    7.20468|          0|          1|          1|              0|     7.6294|    8.88928|    7.23761|          0|         0|         2|         3|         6|         0|       181|        12|     3866.6|   473567.56|           0|           0|           0|   447697.86|    157151.5|    6.47253|          0|             0|             0|             0|         50126|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          6|    554111.45|    173741.16|            37|             2|     3324668.69|         102095|             2|             1|          0|           0|          0|          6|              0|   126132.67|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          5|          4|        90800|     29476.28|          2|          4|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|           18|
